"Textstelle","CTH","Fundort","Dat","RefNr","Toponyms"
"Bo 3463 II? 11'",530,"Ḫattuša","jh.","(Bo 3463)","Ḫakmiš:cho"
"Bo 3478 IV 12'",638,"T.I","mh.","(228/v)","Katala:oro"
"Bo 3478 IV 2'",638,"T.I","mh.","(228/v)","Kašḫa:oik"
"Bo 3478 IV 4'",638,"T.I","mh.","(228/v)","Ḫanḫana:cho"
"Bo 3478 IV 7'",638,"T.I","mh.","(228/v)","Kašḫa:oik"
"Bo 3479 11'",590,"Ḫattuša","jh.","(Bo 3479)","Nerik:hyd, Nerik:cho"
"Bo 3479 4'",590,"Ḫattuša","jh.","(Bo 3479)","Ḫakmiš:cho"
"Bo 3479 7'",590,"Ḫattuša","jh.","(Bo 3479)","Puškurunuwa:oro"
"Bo 3483 IV 5'",470,"Ḫattuša","jh.","(Bo 3483)","Arzawa:cho"
"Bo 3496 III 2'",635,"Ḫattuša","jh.","(Bo 3496)","Zippalanda:oik"
"Bo 3496 III 3'",635,"Ḫattuša","jh.","(Bo 3496)","Zippalanda:oik"
"Bo 3508 2'",134,"T.I","jh.","(1519/u)","Ḫatti:cho"
"Bo 3508 7'",134,"T.I","jh.","(1519/u)","Kuruštama:oik"
"Bo 3508 8'",134,"T.I","jh.","(1519/u)","Mizri:cho"
"Bo 3554 III 10'",679,"Ḫattuša","jh.","(Bo 3554)","Ḫanḫana:cho"
"Bo 3554 IV 10'",679,"Ḫattuša","jh.","(Bo 3554)","Tittiḫašša:oik"
"Bo 3554 IV 6'",679,"Ḫattuša","jh.","(Bo 3554)","Ḫapatḫa:oik"
"Bo 3554 IV 8'",679,"Ḫattuša","jh.","(Bo 3554)","Tittiḫašša:oik"
"Bo 3554 Rs. 2'",679,"Ḫattuša","jh.","(Bo 3554)","Annapra:oik"
"Bo 3584 Rs. 1",635,"Ḫattuša","jh.","(Bo 3584)","Daḫa:oro"
"Bo 3584 Rs. 9",635,"Ḫattuša","jh.","(Bo 3584)","Daḫa:oro"
"Bo 3623 4'",582,"Ḫattuša","jh.","(Bo 3623)","Ḫattuša:cho"
"Bo 3623 Vs. 3'",582,"Ḫattuša","jh.","(Bo 3623)","Arzawa:cho"
"Bo 3623 Vs. 6'",582,"Ḫattuša","jh.","(Bo 3623)","Arzawa:cho"
"Bo 3624 16'",670,"Ḫattuša","jh.","(Bo 3624)","Išdaḫarunuwa:oro"
"Bo 3624 4'",670,"Ḫattuša","jh.","(Bo 3624)","Ištaḫara:cho"
"Bo 3627 IV 6'",360,"Ḫattuša","jh.","(Bo 3627)","Niniwa:cho"
"Bo 3635 VI 10'",626,"Ḫattuša","jh.","(Bo 3635)","Taḫurpa:oik"
"Bo 3646 8'",470,"Ḫattuša","mh.","(Bo 3646)","Ḫurri:cho"
"Bo 3652 II? 4'",596,"Ḫattuša","jh.","(Bo 3652)","Matilla:oik"
"Bo 3663 Rs. 11'",638,"Ḫattuša","mh.?","(Bo 3663)","Ḫanḫana:cho"
"Bo 3663 Rs. 5'",638,"Ḫattuša","mh.?","(Bo 3663)","Kaḫatḫina:oik"
"Bo 3673 4'",595,"Ḫattuša","jh.","(Bo 3673)","Kapura[:oik"
"Bo 3687 6'",627,"Ḫattuša","sjh.","(Bo 3687)","Ḫatti:cho"
"Bo 3699 Vs. III 5'",626,"Ḫattuša","jh.","(Bo 3699)","Ananumeni:oik"
"Bo 3708 13'",670,"Ḫattuša","jh.","(Bo 3708)","Ḫatti:cho"
"Bo 3709 1'",652,"Ḫattuša","jh.","(Bo 3709)","Nerik:hyd, Nerik:cho"
"Bo 3709 5'",652,"Ḫattuša","jh.","(Bo 3709)","Nerik:hyd, Nerik:cho"
"Bo 3727 I 13'",719,"Ḫattuša","jh.","(Bo 3727)","Rimuš:oik, Talmuna:oik"
"Bo 3751 r. Kol. 8'",470,"Ḫattuša","jh.","(Bo 3751)","Niniwa:cho"
"Bo 3756 III 5'",670,"Ḫattuša","jh.","(Bo 3756)","Puškurum[:oro"
"Bo 3758 II 1'",526,"T.I","jh.","(1625/u)","Nerik:hyd, Nerik:cho"
"Bo 3759 10'",581,"Ḫattuša","jh.","(Bo 3759)","Kummanni:cho"
"Bo 3759 6'",581,"Ḫattuša","jh.","(Bo 3759)","Kummanni:cho"
"Bo 3780 I 8'",470,"Ḫattuša","jh.","(Bo 3780)","Ḫa[:oro, Ḫa[:cho"
"Bo 3783 1'",720,"Ḫattuša","k.A.","(Bo 3783)","Ḫattarina:oik"
"Bo 3783 3'",720,"Ḫattuša","k.A.","(Bo 3783)","Kuliwišna:oik"
"Bo 3783 4'",720,"Ḫattuša","k.A.","(Bo 3783)","]riya:oik, Illaya:oik"
"Bo 3783 5'",720,"Ḫattuša","k.A.","(Bo 3783)","Kizzuwatna:cho"
"Bo 3783 6'",720,"Ḫattuša","k.A.","(Bo 3783)","Ḫattarina:oik"
"Bo 3783 8'",720,"Ḫattuša","k.A.","(Bo 3783)","Ḫattarina:oik"
"Bo 3796 7'",475,"Ḫattuša","sjh.","(Bo 3796)","Lawazantiya:oik"
"Bo 3799 2'",825,"Ḫattuša","jh.","(Bo 3799)","Kizzuwatna:cho"
"Bo 3799 4'",825,"Ḫattuša","jh.","(Bo 3799)","Kummanni:cho"
"Bo 3801 II? 4'",678,"Ḫattuša","jh.","(Bo 3801)","Nerik:hyd, Nerik:cho"
"Bo 3827",832,"Ḫattuša","jh.","(Bo 3827)","Ḫattuša:cho"
"Bo 3827 7'",832,"Ḫattuša","jh.","(Bo 3827)","Nerik:hyd, Nerik:cho"
"Bo 3827 9'",832,"Ḫattuša","jh.","(Bo 3827)","Lawazantiya:oik"
"Bo 3841 Rs. 9'",670,"Ḫattuša","jh.","(Bo 3841)","Ḫattuša:cho"
"Bo 3855 Vs. 4'",678,"Ḫattuša","sjh.","(Bo 3855)","Nerik:hyd, Nerik:cho"
"Bo 3861 I 1",666,"Ḫattuša","jh.","(Bo 3861)","Arinna:cho"
"Bo 3875 r. Kol. 8'",663,"Ḫattuša","jh.","(Bo 3875)","Wi[:oro, Wi[:oik"
"Bo 3889 III 2",668,"Ḫattuša","sjh.","(Bo 3889)","Ḫarašta[:oik"
"Bo 3889 III 4",668,"Ḫattuša","sjh.","(Bo 3889)","Kuruštama:oik"
"Bo 3896 8'",530,"Ḫattuša","jh.","(Bo 3896)","Alanza:oik"
"Bo 3896 I 14'",530,"Ḫattuša","jh.","(Bo 3896)","Zan:oik"
"Bo 3917 14'",530,"Ḫattuša","jh.","(Bo 3917)","Ḫa[:oro, Ḫa[:cho"
"Bo 3943 IV 1'",832,"Ḫattuša","jh.","(Bo 3943)","Agade:cho"
"Bo 3948 II 6",275,"Ḫattuša","jh.","(Bo 3948)","Ḫattuša:cho"
"Bo 3951 Rs.? 6'",470,"Ḫattuša","mh.?","(Bo 3951)","Ḫatti:cho, Talmaliya:cho"
"Bo 3964 IV 7'",472,"T.I","jh.","(802/z)","Kuwanni:cho"
"Bo 3968 12'",650,"Ḫattuša","jh.","(Bo 3968)","Nerik:hyd, Nerik:cho"
"Bo 4094 I 4'",526,"Ḫattuša","sjh.","(Bo 2938)","Ḫaparḫuna:oro, Ḫaparḫuna:cho"
"Bo 4094 I 7'",526,"Ḫattuša","sjh.","(Bo 2938)","Kunkumišša:oro"
"Bo 4097 10'",626,"T.I","jh.","(582/u)","Nerik:hyd, Nerik:cho"
"Bo 4097 12'",626,"T.I","jh.","(582/u)","Matilla:oik"
"Bo 4097 2'",626,"T.I","jh.","(582/u)","Ta[:oro, Ta[:oik"
"Bo 4102 1'",832,"Ḫattuša","jh.","(Bo 4102)","Niniwa:cho"
"Bo 4122 I 6'",389,"Ḫattuša","jh.","(Bo 4122)","Ḫatti:cho"
"Bo 4126 Rs. 3'",628,"Ḫattuša","mh.","(Bo 4126)","Zatarziya:oro"
"Bo 4135 6'",470,"Ḫattuša","jh.","(Bo 4135)","Kakatuwa:oik"
"Bo 4135 8'",470,"Ḫattuša","jh.","(Bo 4135)","Ḫurniya:cho"
"Bo 4140 6'",212,"Ḫattuša","sjh.","(Bo 4140)","Attapari (?):oro"
"Bo 4179 Vs. 3'",526,"T.I","jh.","(677/v)","Urišta:oik"
"Bo 4220 3'",670,"Ḫattuša","jh.","(Bo 4220)","Kaneš:cho"
"Bo 4262 10'",530,"Ḫattuša","sjh.","(Bo 4262)","Zinišḫapa:oik"
"Bo 4264 lk. Kol. 8'",234,"Ḫattuša","k.A.","(Bo 4264)","Ališa:cho"
"Bo 4264 lk. Kol. 9'",234,"Ḫattuša","k.A.","(Bo 4264)","Kummaḫa:cho"
"Bo 4281 Rs. 5",530,"Ḫattuša","jh.","(Bo 4281)","Puškurunuwa:oro"
"Bo 4309 2",670,"Ḫattuša","k.A.","(Bo 4309)","Zippalanda:oik"
"Bo 4309 4",670,"Ḫattuša","k.A.","(Bo 4309)","Arinna:cho"
"Bo 4309 7",670,"Ḫattuša","k.A.","(Bo 4309)","Zippalanda:oik"
"Bo 4323 5'",670,"Ḫattuša","jh.","(Bo 4323)","Ḫuppa:oik"
"Bo 4402 8'",832,"Ḫattuša","sjh.","(Bo 4402)","Ḫatti:cho"
"Bo 4406 Vs. 11'",626,"T.I","jh.","(582/u)","Arinna:cho"
"Bo 4406 Vs. 12'",626,"T.I","jh.","(582/u)","Kašaya:oik"
"Bo 4406 Vs. 3'",626,"T.I","jh.","(582/u)","Ḫiyašna:oik"
"Bo 4406 Vs. 7'",626,"T.I","jh.","(582/u)","Ḫattuša:cho"
"Bo 4406 Vs. 9'",626,"T.I","jh.","(582/u)","Ḫatti:cho"
"Bo 4414 r. Kol. 1'",682,"Ḫattuša","sjh.","(Bo 3306)","Liḫzina:oro, Liḫzina:oik"
"Bo 4414 r. Kol. 4'",682,"Ḫattuša","sjh.","(Bo 3306)","Liḫzina:oro, Liḫzina:oik"
"Bo 4414 r. Kol. 5'",682,"Ḫattuša","sjh.","(Bo 3306)","Liḫzina:oro, Liḫzina:oik"
"Bo 4466 3'",530,"Ḫattuša","jh.","(Bo 4466)","Ḫattuša:cho"
"Bo 4513 2'",238,"Ḫattuša","mh.?","(Bo 4513)","Šerišša:oik"
"Bo 4513 3",238,"Ḫattuša","mh.?","(Bo 4513)","Ḫatiša:oik"
"Bo 4513 4",238,"Ḫattuša","mh.?","(Bo 4513)","Piggainarešša:cho, Ištumišta:oik"
"Bo 4514 10'",242,"Ḫattuša","jh.","(Bo 4514)","Arinna:cho"
"Bo 4524 Vs. 6",832,"Ḫattuša","jh.","(Bo 4524)","Ḫattuša:cho"
"Bo 4531 11'",530,"Ḫattuša","sjh.","(Bo 4531)","Ḫaḫaya:oro"
"Bo 4531 13'",530,"Ḫattuša","sjh.","(Bo 4531)","Ḫaḫaya:oro"
"Bo 4573 Vs. 2",389,"Ḫattuša","jh.","(Bo 4573)","Ḫatti:cho"
"Bo 4580 Rs. 5'",500,"Ḫattuša","jh.","(Bo 4580)","Ḫazzi:oro"
"Bo 4599 6'",670,"Ḫattuša","mh.","(Bo 4599)","Tauriša:oik"
"Bo 4634 r. Kol. 6'",678,"Ḫattuša","sjh.","(Bo 4634)","Nerik:hyd, Nerik:cho"
"Bo 4641 1'",626,"Ḫattuša","jh.","(Bo 4641)","Taḫurpa:oik"
"Bo 4641 2'",626,"Ḫattuša","jh.","(Bo 4641)","Taḫurpa:oik"
"Bo 4641 4'",626,"Ḫattuša","jh.","(Bo 4641)","Nerik:hyd, Nerik:cho"
"Bo 4869 II 11'",627,"Ḫattuša","jh.","(Bo 4869)","Tawiniya:cho"
"Bo 4919 IV? 3",653,"Ḫattuša","mh.","(Bo 4919)","Zippalanda:oik"
"Bo 4962 Vs. 1",674,"Ḫattuša","sjh.","(Bo 4962)","Nerik:hyd, Nerik:cho"
"Bo 5005 Rs. 5'",627,"Ḫattuša","sjh.","(Bo 4814)","Ankuwa:cho"
"Bo 5005 Rs. 8'",627,"Ḫattuša","sjh.","(Bo 4814)","Ališa:cho"
"Bo 5027 5'",234,"Ḫattuša","sjh.","(Bo 5027)","Wartešḫapa:oik"
"Bo 5034 V 18",591,"Ḫattuša","jh.","(Bo 4818)","Zippalanda:oik"
"Bo 5034 V 20",591,"Ḫattuša","jh.","(Bo 4818)","Ḫatti:cho"
"Bo 5034 V 22",591,"Ḫattuša","jh.","(Bo 4818)","Ḫiššašḫapa:cho"
"Bo 5034 V 25'",591,"Ḫattuša","jh.","(Bo 4818)","Ḫatti:cho"
"Bo 5035 IV 10'",647,"Ḫattuša","jh.","(Bo 5035)","Nerik:hyd, Nerik:cho"
"Bo 5036 III 14",669,"Bk. K","jh.","(438/p)","Kaneš:cho"
"Bo 5045 II 10'",635,"Ḫattuša","sjh.","(Bo 5045)","Zippalanda:oik"
"Bo 5045 II 11'",635,"Ḫattuša","sjh.","(Bo 5045)","Daḫa:oro"
"Bo 5045 II 16'",635,"Ḫattuša","sjh.","(Bo 5045)","Zippalanda:oik"
"Bo 5045 II 2'",635,"Ḫattuša","sjh.","(Bo 5045)","Zippalanda:oik"
"Bo 5045 II 6'",635,"Ḫattuša","sjh.","(Bo 5045)","Ḫattuša:cho"
"Bo 5045 III 6'",635,"Ḫattuša","sjh.","(Bo 5045)","Daḫa:oro"
"Bo 5050 Rs.? 7'",212,"Ḫattuša","jh.","(Bo 5050)","Ḫimmuwa:cho"
"Bo 5056 r. Kol. 11'",590,"Ḫattuša","jh.","(Bo 1856)","Ašpinuwa:oik"
"Bo 5056 r. Kol. 12'",590,"Ḫattuša","jh.","(Bo 1856)","Karupaḫa:oik"
"Bo 5056 r. Kol. 14'",590,"Ḫattuša","jh.","(Bo 1856)","Lukarḫi:oik"
"Bo 5056 r. Kol. 15'",590,"Ḫattuša","jh.","(Bo 1856)","Šamuḫa:cho"
"Bo 5056 r. Kol. 16'",590,"Ḫattuša","jh.","(Bo 1856)","Kuššar:oik"
"Bo 5068 Rs.? 4'",582,"Ḫattuša","jh.","(Bo 5068)","Lawazantiya:oik"
"Bo 5068 Vs.? 10'",582,"Ḫattuša","jh.","(Bo 5068)","Ḫurna:cho"
"Bo 5068 Vs.? 8'",582,"Ḫattuša","jh.","(Bo 5068)","Kizzuwatna:cho"
"Bo 5070 III 16'",678,"Ḫattuša","jh.","(Bo 5070)","Nerik:hyd, Nerik:cho"
"Bo 5070 III 21'",678,"Ḫattuša","jh.","(Bo 5070)","Ḫiššašḫapa:cho"
"Bo 5070 III 9'",678,"Ḫattuša","jh.","(Bo 5070)","Nerik:hyd, Nerik:cho"
"Bo 5077 Vs. 2'",670,"Ḫattuša","sjh.","(Bo 5077)","Zippalanda:oik"
"Bo 5088 Rs. 2'",528,"Ḫattuša","jh.","(Bo 5088)","Lakkimiša:oik"
"Bo 5088 Vs. 11",528,"Ḫattuša","jh.","(Bo 5088)","Arinna:cho"
"Bo 5088 Vs. 12",528,"Ḫattuša","jh.","(Bo 5088)","Ḫatti:cho"
"Bo 5088 Vs. 5'",528,"Ḫattuša","jh.","(Bo 5088)","Lakkimiša:oik"
"Bo 5088 Vs. 7",528,"Ḫattuša","jh.","(Bo 5088)","Arinna:cho"
"Bo 5088 Vs. 8",528,"Ḫattuša","jh.","(Bo 5088)","Ḫatti:cho"
"Bo 5106 II 9'",530,"Ḫattuša","sjh.","(Bo 5106)","Arzawa:cho"
"Bo 5109 11'",470,"Ḫattuša","jh.","(Bo 5109)","Šaḫpina:oik"
"Bo 5109 6'",470,"Ḫattuša","jh.","(Bo 5109)","Šaḫpina:oik"
"Bo 5119 lk. Kol. 14'",628,"Bk. F","jh.","(253/r)","Pipita:oik"
"Bo 5119 lk. Kol. 15'",628,"Bk. F","jh.","(253/r)","Zalmana:oik"
"Bo 5119 lk. Kol. 24'",628,"Bk. F","jh.","(253/r)","Zalmana:oik"
"Bo 5124 I 2'",594,"Ḫattuša","jh.","(Bo 5124)","Ḫattuša:cho"
"Bo 5126 I 12'",667,"HaH","sjh.","(219/s)","Maštura:oik"
"Bo 5129 Rs.? 14'",735,"Ḫattuša","jh.","(Bo 5129)","Arinna:cho"
"Bo 5144 III 10'",712,"Ḫattuša","jh.","(Bo 5144)","Kuša[:oik"
"Bo 5144 III 8'",712,"Ḫattuša","jh.","(Bo 5144)","Ta[:oro, Ta[:oik"
"Bo 5144 III 9'",712,"Ḫattuša","jh.","(Bo 5144)","An[:cho"
"Bo 5145 r. Kol. 3'",500,"Ḫattuša","jh.","(Bo 5145)","Arinna:cho"
"Bo 5149 5'",670,"Ḫattuša","jh.","(Bo 5149)","Kapitta:oik"
"Bo 5181 11'",670,"Ḫattuša","jh.","(Bo 5181)","Ḫatti:cho"
"Bo 5193 1'",678,"Ḫattuša","sjh.","(Bo 5193)","Nerik:hyd, Nerik:cho"
"Bo 5222 r. Kol. 6'",670,"Ḫattuša","jh.","(Bo 5222)","Kuwannaniya:hyd"
"Bo 5239 8'",678,"Ḫattuša","sjh.","(Bo 5239)","Idaḫalmuna:oro, Taḫalmuna:oro"
"Bo 5240 9'",470,"Ḫattuša","jh.","(Bo 5240)","Mala:hyd"
"Bo 5248 6'",628,"Ḫattuša","mh.","(Bo 5248)","Ellipra:oik"
"Bo 5251 lk. Kol. 4",720,"Ḫattuša","jh.","(Bo 5251)","Šamuḫa:cho"
"Bo 5251 lk. Kol. 5'",720,"Ḫattuša","jh.","(Bo 5251)","Lawazantiya:oik"
"Bo 5264 Vs. 2",706,"Ḫattuša","jh.","(Bo 5264)","Ḫalap:cho"
"Bo 5265 r. Kol. 3'",670,"Ḫattuša","jh.","(Bo 5265)","Zippalanda:oik"
"Bo 5265 r. Kol. 5'",670,"Ḫattuša","jh.","(Bo 5265)","Ni[:cho"
"Bo 5282 r. Kol. 3'",591,"Ḫattuša","jh.","(Bo 5282)","Arnuwanta:oro"
"Bo 5282 r. Kol. 4'",591,"Ḫattuša","jh.","(Bo 5282)","Kaššu:oro, Kaššu:cho"
"Bo 5285 5'",526,"T.I","jh.","(1625/u)","Ḫaddutari[:oik"
"Bo 5296 9'",628,"Ḫattuša","jh.","(Bo 5296)","Manuziya:oro, Manuziya:oik"
"Bo 5317 Rs. 2'",706,"Ḫattuša","mh.?","(Bo 5317)","Kizzuwatna:cho"
"Bo 5330 Rs. 6'",241,"Ḫattuša","jh.","(Bo 914)","Amurru:cho"
"Bo 5346 + Bo 6852 I 19",701,"Ḫattuša","mh.","(Bo 5346)","Ḫatti:cho"
"Bo 5346 I 13",701,"Ḫattuša","mh.","(Bo 5346)","Ḫatti:cho"
"Bo 5377 r. Kol. 5'",670,"Ḫattuša","jh.","(Bo 5377)","Taḫurpa:oik"
"Bo 5377 r. Kol. 6'",670,"Ḫattuša","jh.","(Bo 5377)","Ḫattuša:cho"
"Bo 5382 11'",698,"Ḫattuša","jh.","(Bo 5382)","Kizzuwatna:cho"
"Bo 54 3'<U+2478>",832,"Ḫattuša","k.A.","(Bo 54)","Šarpa:oro"
"Bo 5401 Rs. 2'",475,"Ḫattuša","jh.","(Bo 5401)","Kallištapa:oro"
"Bo 5407 4'",683,"Ḫattuša","jh.","(Bo 5407)","Zapatiškuwa:oik"
"Bo 5435 lk. Kol. 11'",670,"Ḫattuša","jh.","(Bo 5435)","Arinna:cho"
"Bo 5451 II 18'",757,"Ḫattuša","jh.","(Bo 1582)","Ḫatti:cho"
"Bo 5451 II 20'",757,"Ḫattuša","jh.","(Bo 1582)","Ḫatti:cho"
"Bo 5452 II 5'",635,"Ḫattuša","jh.","(Bo 2816)","Zippalanda:oik"
"Bo 5452 V 13'",635,"Ḫattuša","jh.","(Bo 2816)","Zippalanda:oik"
"Bo 5452 V 2'",635,"Ḫattuša","jh.","(Bo 2816)","Zippalanda:oik"
"Bo 5453 lk. Kol. 13'",628,"Ḫattuša","jh.","(Bo 5453)","Manuziya:oro, Manuziya:oik"
"Bo 5480 r. Kol. 12'",616,"Ḫattuša","jh.","(Bo 5480)","Kaneš:cho"
"Bo 5480 r. Kol. 6'",616,"Ḫattuša","jh.","(Bo 5480)","Tapala:oro"
"Bo 5480 r. Kol. 7'",616,"Ḫattuša","jh.","(Bo 5480)","Tapala:oro"
"Bo 5490 + Bo 7029 Rs. 12",628,"Ḫattuša","mh.?","(Bo 5490)","Manuziya:oro, Manuziya:oik"
"Bo 5523 Rs. 8",628,"Ḫattuša","jh.","(Bo 5523)","Ḫatti:cho"
"Bo 5523 Vs. 2'",628,"Ḫattuša","jh.","(Bo 5523)","Manuziya:oro, Manuziya:oik"
"Bo 5533 7'",627,"Ḫattuša","sjh.","(Bo 5533)","Tiššaruliya:oik"
"Bo 5539 4'",188,"Ḫattuša","mh.?","(Bo 5539)","Ḫattuša:cho"
"Bo 5543 Rs. 10",679,"Bk. A","jh.","(134/e)","Kaštama:cho"
"Bo 5543 Rs. 11",679,"Bk. A","jh.","(134/e)","Kaštama:cho"
"Bo 5543 Rs. 13",679,"Bk. A","jh.","(134/e)","Kaštama:cho"
"Bo 5543 Rs. 2",679,"Bk. A","jh.","(134/e)","Zippalanda:oik"
"Bo 5543 Rs. 4",679,"Bk. A","jh.","(134/e)","Nerik:hyd, Nerik:cho"
"Bo 5543 Rs. 6",679,"Bk. A","jh.","(134/e)","Kaštama:cho"
"Bo 5543 Rs. 9",679,"Bk. A","jh.","(134/e)","Kaštama:cho, Kaštama:cho"
"Bo 5543 Vs. 11'",679,"Bk. A","jh.","(134/e)","Ḫapatḫa:oik"
"Bo 5543 Vs. 12'",679,"Bk. A","jh.","(134/e)","Išdammutar:oik"
"Bo 5543 Vs. 13'",679,"Bk. A","jh.","(134/e)","Ḫapatḫa:oik"
"Bo 5543 Vs. 5'",679,"Bk. A","jh.","(134/e)","Zikmar:oik"
"Bo 5543 Vs. 6'",679,"Bk. A","jh.","(134/e)","Annapra:oik"
"Bo 5543 Vs. 9'",679,"Bk. A","jh.","(134/e)","Išdammutar:oik, Zikmar:oik"
"Bo 5544 1'",61,"Ḫattuša","jh.","(Bo 5544)","Kazzapa:oik"
"Bo 5544 4'",61,"Ḫattuša","jh.","(Bo 5544)","Altanna:oik"
"Bo 5544 7'",61,"Ḫattuša","jh.","(Bo 5544)","Ḫakmiš:cho"
"Bo 5544 8'",61,"Ḫattuša","jh.","(Bo 5544)","Kaška:cho"
"Bo 5552 3'",14,"Ḫattuša","jh.","(Bo 5552)","Ḫalap:cho"
"Bo 5566 11'",678,"Ḫattuša","jh.","(Bo 5566)","Nerik:hyd, Nerik:cho"
"Bo 5566 5'",678,"Ḫattuša","jh.","(Bo 5566)","Nerik:hyd, Nerik:cho"
"Bo 5572 Rs. 11",683,"Ḫattuša","jh.","(Bo 5572)","Maraššanta:hyd"
"Bo 5572 Rs.? 5",683,"Ḫattuša","jh.","(Bo 5572)","Tatašuna:oik"
"Bo 5577 3'",646,"Ḫattuša","jh.","(Bo 5577)","Ḫakmiš:cho, Ḫattuša:cho"
"Bo 5587 Rs. 2'",500,"Ḫattuša","mh.","(Bo 5587)","Zaratna:oro"
"Bo 5591 Rs. 8'",500,"Ḫattuša","jh.","(Bo 5591)","Ḫattuša:cho"
"Bo 5604 Vs. 3'",832,"Ḫattuša","sjh.","(Bo 5604)","Urikiša:oik"
"Bo 5648 III? 5'",670,"Ḫattuša","sjh.","(Bo 5648)","Ḫattuša:cho"
"Bo 5648 III? 8'",670,"Ḫattuša","sjh.","(Bo 5648)","Ḫatti:cho"
"Bo 5664 lk. Kol. 2'",718,"Ḫattuša","jh.","(Bo 5664)","Karduniaš:cho"
"Bo 5664 lk. Kol. 3'",718,"Ḫattuša","jh.","(Bo 5664)","Ayakki:oik"
"Bo 5665 r. Kol 11'",712,"Ḫattuša","sjh.","(Bo 5665)","Šarišša:oro, Šarišša:oik"
"Bo 5665 r. Kol 13'",712,"Ḫattuša","sjh.","(Bo 5665)","Arinna:cho"
"Bo 5665 r. Kol 14'",712,"Ḫattuša","sjh.","(Bo 5665)","Ḫalap:cho"
"Bo 5665 r. Kol 7'",712,"Ḫattuša","sjh.","(Bo 5665)","Zippalanda:oik"
"Bo 5667 2'",617,"Ḫattuša","sjh.","(Bo 5667)","Tauriša:oik"
"Bo 5667 3'",617,"Ḫattuša","sjh.","(Bo 5667)","Tauriša:oik"
"Bo 5667 4'",617,"Ḫattuša","sjh.","(Bo 5667)","Tauriša:oik"
"Bo 5667 5'",617,"Ḫattuša","sjh.","(Bo 5667)","Tauriša:oik"
"Bo 5667 6'",617,"Ḫattuša","sjh.","(Bo 5667)","Zuliya:hyd, Tauriša:oik"
"Bo 5668 Rs. r. Kol. 2",670,"Ḫattuša","sjh.","(Bo 5668)","Katapa:cho"
"Bo 5680 I 10'",628,"Ḫattuša","sjh.","(Bo 5680)","Manuziya:oro, Manuziya:oik"
"Bo 5680 I 14'",628,"Ḫattuša","sjh.","(Bo 5680)","Manuziya:oro, Manuziya:oik"
"Bo 5680 I 3'",628,"Ḫattuša","sjh.","(Bo 5680)","Manuziya:oro, Manuziya:oik"
"Bo 5690 5'",678,"Ḫattuša","sjh.","(Bo 5690)","Nerik:hyd, Nerik:cho"
"Bo 5709 Vs. 11'",470,"Ḫattuša","jh.","(Bo 5709)","Ḫurma:cho"
"Bo 5752 2'",500,"Ḫattuša","jh.","(Bo 5752)","Ḫa[:oro, Ḫa[:cho"
"Bo 5752 4'",500,"Ḫattuša","jh.","(Bo 5752)","Kumma:oik"
"Bo 5775 Vs. 9'",631,"Ḫattuša","jh.","(Bo 5775)","Liḫzina:oro, Liḫzina:oik"
"Bo 5777 Rs. 9",590,"Ḫattuša","jh.","(Bo 5777)","Šamuḫa:cho"
"Bo 5777 Vs. 7'",590,"Ḫattuša","jh.","(Bo 5777)","Šamuḫa:cho, Urikina:oik"
"Bo 5801 Rs. 1'",590,"Ḫattuša","jh.","(Bo 5801)","Iyaḫrešša:oik"
"Bo 5801 Rs. 8'",590,"Ḫattuša","jh.","(Bo 5801)","Iyaḫrešša:oik"
"Bo 5804 Vs.? 4'",389,"Ḫattuša","jh.","(Bo 5804)","Šamuḫa:cho"
"Bo 5804 Vs.? 5'",389,"Ḫattuša","jh.","(Bo 5804)","Šamuḫa:cho"
"Bo 5804 Vs.? 9'",389,"Ḫattuša","jh.","(Bo 5804)","Šamuḫa:cho"
"Bo 5808 VI 9'",593,"T.I","jh.","(1256/u)","Kaneš:cho"
"Bo 5809 13'",212,"Ḫattuša","jh.","(Bo 5809)","Ḫatti:cho"
"Bo 5813 4'",664,"Ḫattuša","sjh.","(Bo 5813)","Zuppara:oik"
"Bo 5813 6'",664,"Ḫattuša","sjh.","(Bo 5813)","Daḫa:oro"
"Bo 5813 7'",664,"Ḫattuša","sjh.","(Bo 5813)","Ḫalamušša[:oro"
"Bo 5813 Rs. 5'",664,"Ḫattuša","sjh.","(Bo 5813)","Zuliya:hyd"
"Bo 5827 13'",387,"Ḫattuša","jh.","(Bo 5827)","Arušna:oik"
"Bo 5827 14'",387,"Ḫattuša","jh.","(Bo 5827)","Tarḫuntašša:cho"
"Bo 5863 3'",370,"Ḫattuša","k.A.","(Bo 5863)","Zitḫara:oik"
"Bo 5863 4'",370,"Ḫattuša","k.A.","(Bo 5863)","Ištaḫara:cho"
"Bo 5867 Rs. 9'",215,"Ḫattuša","jh.","(Bo 5867)","Arzawa:cho"
"Bo 5867 Vs. 1",215,"Ḫattuša","jh.","(Bo 5867)","Kar[:oro, Kar[:cho"
"Bo 5867 Vs. 17",215,"Ḫattuša","jh.","(Bo 5867)","Mizri:cho"
"Bo 5899 r. Kol. 6'",139,"T.I","mh.","(418/u)","Talmaliya:cho"
"Bo 5907 I 1",678,"Ḫattuša","jh.","(Bo 5907)","Nerik:hyd, Nerik:cho"
"Bo 5907 I 3",678,"Ḫattuša","jh.","(Bo 5907)","Nerik:hyd, Nerik:cho"
